,0,1,2,3,4,5,6
44701,125140,1,1,1,1,0,0
44702,34118,1,1,1,1,0,0
44703,38708,1,1,1,1,0,0
44704,70751,1,1,1,1,0,0
44705,173187,1,1,1,1,0,0
44706,84450,1,1,1,1,0,0
44707,77949,1,1,1,1,0,0
44708,170700,1,1,1,1,0,0
44709,118119,1,1,1,1,0,0
44710,180100,1,1,1,1,0,0
44711,82365,1,1,1,1,0,0
44712,178204,1,1,1,1,0,0
44713,72746,1,1,1,1,0,0
44714,95768,1,1,1,1,0,1
44715,88071,0,1,1,1,0,1
44716,85684,1,1,1,1,0,0
44717,109445,1,1,1,1,0,0
44718,71172,1,1,1,1,0,0
44719,12275,1,1,1,1,0,0
44720,130352,1,1,1,1,0,0
44721,106413,1,1,1,1,0,0
44722,183455,1,1,1,1,0,0
44723,171907,1,1,1,1,0,0
44724,61286,1,1,1,1,0,0
44725,105254,1,1,1,1,0,0
44726,160812,1,1,1,1,0,0
44727,69476,1,1,1,1,0,0
44728,127623,1,1,1,1,0,0
44729,22646,1,1,1,1,0,0
44730,24720,1,1,1,1,0,0
44731,75768,1,1,1,1,0,0
44732,133195,1,1,1,1,0,0
44733,72477,1,1,1,1,0,0
44734,16913,1,1,1,1,0,1
44735,132450,1,1,1,1,0,0
44736,30999,1,1,1,1,0,0
44737,10089,1,1,1,1,0,0
44738,79274,1,1,1,1,0,0
44739,12978,1,1,1,1,0,0
44740,50028,1,1,1,1,0,0
44741,73847,1,1,1,1,0,0
44742,158986,1,1,1,1,0,0
44743,151409,1,1,1,1,0,0
44744,25417,1,1,1,1,0,0
44745,149787,1,1,1,1,0,0
44746,86795,1,1,1,1,0,0
44747,33404,1,1,1,1,0,0
44748,86891,1,1,1,1,0,0
44749,57374,1,1,1,1,0,0
44750,106487,1,1,1,1,0,0
44751,127291,1,1,1,1,0,0
44752,106425,1,1,1,1,0,0
44753,82400,1,1,1,1,0,0
44754,98711,1,1,1,1,0,1
44755,27971,1,1,1,1,0,0
44756,116696,1,1,1,1,0,0
44757,172093,1,1,1,1,0,0
44758,167079,1,1,1,1,0,0
44759,15689,1,1,1,1,0,0
44760,76801,1,1,1,1,0,0
44761,127024,1,1,1,1,0,0
44762,6856,1,1,1,1,0,0
44763,176764,1,1,1,1,0,0
44764,94,1,1,1,1,0,0
44765,102526,1,1,1,1,0,1
44766,142102,1,1,1,1,0,0
44767,53158,1,1,1,1,0,0
44768,61882,1,1,1,1,0,0
44769,97721,1,1,1,1,0,0
44770,130230,1,1,1,1,0,0
44771,16986,1,1,1,1,0,1
44772,132089,1,1,1,1,0,0
44773,169355,1,1,1,1,0,0
44774,34315,1,1,1,1,0,0
44775,140915,1,1,1,1,0,0
44776,18617,1,1,1,1,0,0
44777,86094,1,1,1,1,0,0
44778,144502,1,1,1,1,0,0
44779,115692,1,1,1,1,0,0
44780,46918,1,1,1,1,0,0
44781,92734,1,1,1,1,0,1
44782,91112,1,1,1,1,0,0
44783,88268,1,1,1,1,0,1
44784,65174,1,1,1,1,0,0
44785,179097,1,1,1,1,0,0
44786,127564,1,1,1,1,0,0
44787,45620,1,1,1,1,0,0
44788,109537,1,1,1,1,0,0
44789,112434,1,1,1,1,0,0
44790,8158,1,1,1,1,0,0
44791,128170,1,1,1,1,0,0
44792,109380,1,1,1,1,0,0
44793,163211,1,1,1,1,0,0
44794,2009,1,1,1,1,0,0
44795,76403,1,1,1,1,0,0
44796,176225,1,1,1,1,0,0
44797,71461,1,1,1,1,0,0
44798,68322,1,1,1,1,0,0
44799,4742,1,1,1,1,0,0
44800,102317,0,1,1,1,0,1
44801,167702,1,1,1,1,0,0
44802,59194,1,1,1,1,0,0
44803,136377,1,1,1,1,0,0
44804,134111,1,1,1,1,0,1
44805,13095,1,1,1,1,0,0
44806,124843,1,1,1,1,0,0
44807,27697,1,1,1,1,0,0
44808,46681,1,1,1,1,0,0
44809,98832,1,1,1,1,0,1
44810,171814,1,1,1,1,0,0
44811,172910,1,1,1,1,0,0
44812,88070,0,1,1,1,0,1
44813,160250,1,1,1,1,0,0
44814,20678,1,1,1,1,0,0
44815,142377,1,1,1,1,0,0
44816,73537,1,1,1,1,0,0
44817,154624,1,1,1,1,0,0
44818,147569,1,1,1,1,0,0
44819,38442,1,1,1,1,0,0
44820,38393,1,1,1,1,0,0
44821,175540,1,1,1,1,0,0
44822,28321,1,1,1,1,0,0
44823,91576,0,1,1,1,0,0
44824,87025,1,1,1,1,0,0
44825,18926,1,1,1,1,0,0
44826,61014,1,1,1,1,0,0
44827,118019,1,1,1,1,0,0
44828,126843,0,1,1,1,0,0
44829,111906,1,1,1,1,0,0
44830,159004,1,1,1,1,0,1
44831,169994,1,1,1,1,0,0
44832,184306,1,1,1,1,0,0
44833,24445,1,1,1,1,0,0
44834,105946,1,1,1,1,0,0
44835,133441,1,1,1,1,0,0
44836,50955,1,1,1,1,0,0
44837,141703,1,1,1,1,0,0
44838,155268,1,1,1,1,0,0
44839,69059,1,1,1,1,0,0
44840,125663,1,1,1,1,0,0
44841,78049,1,1,1,1,0,0
44842,23106,1,1,1,1,0,0
44843,161830,1,1,1,1,0,0
44844,101690,1,1,1,1,0,1
44845,48708,1,1,1,1,0,0
44846,172267,1,1,1,1,0,0
44847,163092,1,1,1,1,0,0
44848,47471,1,1,1,1,0,0
44849,113796,1,1,1,1,0,0
44850,110171,1,1,1,1,0,0
44851,114474,1,1,1,1,0,0
44852,67415,1,1,1,1,0,0
44853,100410,1,1,1,1,0,1
44854,29736,1,1,1,1,0,0
44855,53606,1,1,1,1,0,0
44856,79955,1,1,1,1,0,0
44857,145202,1,1,1,1,0,0
44858,21258,1,1,1,1,0,0
44859,42528,1,1,1,1,0,0
44860,158937,1,1,1,1,0,0
44861,125793,1,1,1,1,0,0
44862,118838,1,1,1,1,0,0
44863,46453,1,1,1,1,0,0
44864,147104,1,1,1,1,0,0
44865,52767,1,1,1,1,0,0
44866,11119,1,1,1,1,0,0
44867,90258,1,1,1,1,0,1
44868,178735,0,1,1,1,0,1
44869,31624,1,1,1,1,0,0
44870,106560,1,1,1,1,0,1
44871,68529,1,1,1,1,0,0
44872,32199,1,1,1,1,0,0
44873,117622,1,1,1,1,0,0
44874,18768,1,1,1,1,0,0
44875,65630,1,1,1,1,0,0
44876,8814,1,1,1,1,0,0
44877,72274,1,1,1,1,0,0
44878,3617,1,1,1,1,0,0
44879,81152,1,1,1,1,0,0
44880,152248,1,1,1,1,0,0
44881,140557,1,1,1,1,0,0
44882,99784,1,1,1,1,0,1
44883,129278,1,1,1,1,0,0
44884,88759,1,1,1,1,0,0
44885,139996,1,1,1,1,0,0
44886,157367,1,1,1,1,0,0
44887,88166,0,1,1,1,0,1
44888,64425,1,1,1,1,0,0
44889,166488,1,1,1,1,0,0
44890,32445,1,1,1,1,0,0
44891,116596,0,1,1,1,0,0
44892,75086,1,1,1,1,0,0
44893,12783,1,1,1,1,0,0
44894,29089,1,1,1,1,0,0
44895,30734,1,1,1,1,0,0
44896,125106,1,1,1,1,0,0
44897,113483,1,1,1,1,0,0
44898,136138,1,1,1,1,0,0
44899,97491,1,1,1,1,0,1
44900,20080,1,1,1,1,0,0
44901,30838,1,1,1,1,0,0
44902,156056,1,1,1,1,0,0
44903,132625,1,1,1,1,0,0
44904,162877,1,1,1,1,0,0
44905,131762,1,1,1,1,0,0
44906,78965,1,1,1,1,0,0
44907,75904,1,1,1,1,0,0
44908,52753,1,1,1,1,0,0
44909,140572,1,1,1,1,0,0
44910,93924,1,1,1,1,0,1
44911,111334,1,1,1,1,0,0
44912,144342,1,1,1,1,0,0
44913,81995,1,1,1,1,0,0
44914,108987,1,1,1,1,0,0
44915,44362,1,1,1,1,0,0
44916,3801,1,1,1,1,0,0
44917,3672,1,1,1,1,0,0
44918,60153,1,1,1,1,0,0
44919,153316,1,1,1,1,0,0
44920,148942,1,1,1,1,0,0
44921,111932,1,1,1,1,0,0
44922,154914,1,1,1,1,0,0
44923,170910,1,1,1,1,0,0
44924,96662,1,1,1,1,0,1
44925,136435,1,1,1,1,0,0
44926,18550,1,1,1,1,0,0
44927,182148,1,1,1,1,0,0
44928,175742,1,1,1,1,0,0
44929,36767,1,1,1,1,0,0
44930,25134,1,1,1,1,0,0
44931,141886,1,1,1,1,0,0
44932,52527,1,1,1,1,0,0
44933,134146,0,1,1,1,0,0
44934,90035,1,1,1,1,0,1
44935,136168,1,1,1,1,0,0
44936,34069,1,1,1,1,0,0
44937,134822,1,1,1,1,0,0
44938,165609,1,1,1,1,0,0
44939,122065,1,1,1,1,0,0
44940,124258,1,1,1,1,0,0
44941,35606,1,1,1,1,0,0
44942,136775,1,1,1,1,0,0
44943,24229,1,1,1,1,0,0
44944,153174,1,1,1,1,0,0
44945,9078,1,1,1,1,0,0
44946,160399,1,1,1,1,0,0
44947,51060,1,1,1,1,0,0
44948,133532,1,1,1,1,0,0
44949,123682,1,1,1,1,0,0
44950,177764,1,1,1,1,0,0
44951,97289,1,1,1,1,0,1
44952,39422,1,1,1,1,0,0
44953,142889,1,1,1,1,0,0
44954,3788,1,1,1,1,0,0
44955,89674,1,1,1,1,0,1
44956,153731,1,1,1,1,0,0
44957,13743,1,1,1,1,0,0
44958,180572,1,1,1,1,0,0
44959,34528,1,1,1,1,0,0
44960,23562,1,1,1,1,0,0
44961,42203,1,1,1,1,0,0
44962,27915,1,1,1,1,0,0
44963,32511,1,1,1,1,0,0
44964,39270,1,1,1,1,0,0
44965,147737,1,1,1,1,0,0
44966,170707,1,1,1,1,0,0
44967,179239,1,1,1,1,0,0
44968,52272,1,1,1,1,0,0
44969,17579,1,1,1,1,0,0
44970,117247,1,1,1,1,0,0
44971,29900,1,1,1,1,0,0
44972,90307,1,1,1,1,0,1
44973,176344,1,1,1,1,0,0
44974,70608,1,1,1,1,0,0
44975,116152,1,1,1,1,0,0
44976,113448,1,1,1,1,0,0
44977,163121,1,1,1,1,0,0
44978,131281,0,1,1,1,0,1
44979,104398,1,1,1,1,0,0
44980,50898,1,1,1,1,0,0
44981,143488,1,1,1,1,0,1
44982,133512,1,1,1,1,0,1
44983,72280,1,1,1,1,0,0
44984,56798,1,1,1,1,0,0
44985,138189,1,1,1,1,0,0
44986,68783,1,1,1,1,0,0
44987,83810,1,1,1,1,0,0
44988,138515,1,1,1,1,0,0
44989,54871,1,1,1,1,0,0
44990,130737,1,1,1,1,0,0
44991,3548,1,1,1,1,0,0
44992,59890,1,1,1,1,0,0
44993,178731,0,1,1,1,0,1
44994,79589,1,1,1,1,0,0
44995,33678,1,1,1,1,0,0
44996,154078,1,1,1,1,0,0
44997,184468,1,1,1,1,0,0
44998,26479,1,1,1,1,0,0
44999,27424,1,1,1,1,0,0
45000,11891,1,1,1,1,0,0
45001,91116,1,1,1,1,0,0
45002,137032,1,1,1,1,0,0
45003,110175,1,1,1,1,0,0
45004,181280,1,1,1,1,0,0
45005,113273,1,1,1,1,0,0
45006,62519,1,1,1,1,0,0
45007,110547,0,1,1,1,0,0
45008,130745,1,1,1,1,0,0
45009,149186,1,1,1,1,0,0
45010,159408,1,1,1,1,0,0
45011,22356,1,1,1,1,0,0
45012,116883,1,1,1,1,0,0
45013,26433,1,1,1,1,0,0
45014,3614,1,1,1,1,0,0
45015,43705,1,1,1,1,0,0
45016,100811,1,1,1,1,0,0
45017,106702,1,1,1,1,0,1
45018,54433,1,1,1,1,0,0
45019,97012,1,1,1,1,0,1
45020,47631,1,1,1,1,0,0
45021,53190,1,1,1,1,0,0
45022,179479,1,1,1,1,0,0
45023,27789,1,1,1,1,0,0
45024,145183,1,1,1,1,0,0
45025,95046,1,1,1,1,0,1
45026,68409,1,1,1,1,0,0
45027,177225,1,1,1,1,0,0
45028,23255,1,1,1,1,0,0
45029,122988,1,1,1,1,0,0
45030,27267,1,1,1,1,0,0
45031,89095,1,1,1,1,0,1
45032,34225,1,1,1,1,0,0
45033,132398,1,1,1,1,0,0
45034,105355,1,1,1,1,0,0
45035,167903,1,1,1,1,0,0
45036,27797,1,1,1,1,0,0
45037,172363,1,1,1,1,0,0
45038,162172,1,1,1,1,0,0
45039,113361,1,1,1,1,0,0
45040,102868,1,1,1,1,0,1
45041,156630,1,1,1,1,0,0
45042,179820,1,1,1,1,0,0
45043,101620,1,1,1,1,0,1
45044,167329,1,1,1,1,0,0
45045,176426,1,1,1,1,0,0
45046,37755,1,1,1,1,0,0
45047,152207,1,1,1,1,0,0
45048,35855,1,1,1,1,0,0
45049,151603,1,1,1,1,0,0
45050,37059,1,1,1,1,0,0
45051,162472,1,1,1,1,0,0
45052,159581,1,1,1,1,0,0
45053,84843,1,1,1,1,0,0
45054,10360,1,1,1,1,0,0
45055,24231,1,1,1,1,0,0
45056,84276,1,1,1,1,0,0
45057,113357,1,1,1,1,0,0
45058,162299,1,1,1,1,0,0
45059,171036,1,1,1,1,0,0
45060,171276,1,1,1,1,0,0
45061,94588,1,1,1,1,0,0
45062,80206,1,1,1,1,0,0
45063,26945,1,1,1,1,0,0
45064,17418,1,1,1,1,0,0
45065,34135,1,1,1,1,0,0
45066,5627,1,1,1,1,0,0
45067,161403,1,1,1,1,0,0
45068,59766,1,1,1,1,0,0
45069,149676,1,1,1,1,0,0
45070,8202,1,1,1,1,0,0
45071,171206,1,1,1,1,0,0
45072,45530,1,1,1,1,0,0
45073,100245,1,1,1,1,0,1
45074,127823,1,1,1,1,0,0
45075,161938,1,1,1,1,0,0
45076,91404,0,1,1,1,0,1
45077,150001,1,1,1,1,0,0
45078,39365,1,1,1,1,0,0
45079,10695,1,1,1,1,0,0
45080,8487,1,1,1,1,0,0
45081,44045,1,1,1,1,0,0
45082,67228,1,1,1,1,0,0
45083,89956,1,1,1,1,0,1
45084,26018,1,1,1,1,0,0
45085,86417,1,1,1,1,0,0
45086,43502,1,1,1,1,0,0
45087,40374,1,1,1,1,0,0
45088,47368,1,1,1,1,0,0
45089,55229,1,1,1,1,0,0
45090,137784,1,1,1,1,0,0
45091,160012,1,1,1,1,0,0
45092,121299,1,1,1,1,0,0
45093,48863,1,1,1,1,0,0
45094,18233,1,1,1,1,0,1
45095,104210,1,1,1,1,0,0
45096,4723,1,1,1,1,0,0
45097,74176,1,1,1,1,0,0
45098,73568,1,1,1,1,0,0
45099,19729,1,1,1,1,0,0
45100,176161,1,1,1,1,0,0
45101,57734,1,1,1,1,0,0
45102,103900,1,1,1,1,0,1
45103,78622,1,1,1,1,0,0
45104,184756,1,1,1,1,0,0
45105,165978,1,1,1,1,0,0
45106,38546,1,1,1,1,0,0
45107,54015,1,1,1,1,0,0
45108,171664,1,1,1,1,0,0
45109,111515,1,1,1,1,0,0
45110,21795,1,1,1,1,0,0
45111,99794,1,1,1,1,0,1
45112,134538,1,1,1,1,0,0
45113,19349,1,1,1,1,0,0
45114,159744,1,1,1,1,0,1
45115,163786,1,1,1,1,0,0
45116,55487,1,1,1,1,0,0
45117,63130,1,1,1,1,0,0
45118,167389,1,1,1,1,0,0
45119,133826,1,1,1,1,0,0
45120,24471,1,1,1,1,0,0
45121,171019,1,1,1,1,0,0
45122,15010,1,1,1,1,0,0
45123,113492,1,1,1,1,0,0
45124,139253,1,1,1,1,0,0
45125,56768,1,1,1,1,0,0
45126,69049,1,1,1,1,0,0
45127,16536,1,1,1,1,0,1
45128,151411,1,1,1,1,0,0
45129,72695,1,1,1,1,0,0
45130,102592,1,1,1,1,0,1
45131,51234,1,1,1,1,0,0
45132,120815,1,1,1,1,0,0
45133,145341,1,1,1,1,0,0
45134,10070,1,1,1,1,0,0
45135,116549,0,1,1,1,0,0
45136,31102,1,1,1,1,0,0
45137,139338,1,1,1,1,0,0
45138,36422,1,1,1,1,0,0
45139,84940,1,1,1,1,0,0
45140,153390,1,1,1,1,0,0
45141,81003,1,1,1,1,0,0
45142,60014,1,1,1,1,0,0
45143,140184,1,1,1,1,0,0
45144,12908,1,1,1,1,0,0
45145,114240,1,1,1,1,0,0
45146,60281,1,1,1,1,0,0
45147,50570,1,1,1,1,0,0
45148,115867,1,1,1,1,0,0
45149,122967,1,1,1,1,0,0
45150,27578,1,1,1,1,0,0
45151,63243,1,1,1,1,0,0
45152,130453,1,1,1,1,0,0
45153,117857,0,1,1,1,0,0
45154,59376,1,1,1,1,0,0
45155,139511,1,1,1,1,0,0
45156,138032,1,1,1,1,0,0
45157,29320,1,1,1,1,0,1
45158,51288,1,1,1,1,0,1
45159,154409,1,1,1,1,0,0
45160,93241,1,1,1,1,0,1
45161,29443,1,1,1,1,0,0
45162,65708,1,1,1,1,0,0
45163,91559,0,1,1,1,0,1
45164,139401,1,1,1,1,0,0
45165,133880,0,1,1,1,0,1
45166,7735,1,1,1,1,0,0
45167,101529,1,1,1,1,0,1
45168,11230,1,1,1,1,0,0
45169,178729,0,1,1,1,0,0
45170,160411,1,1,1,1,0,0
45171,109394,1,1,1,1,0,0
45172,140235,1,1,1,1,0,0
45173,11638,1,1,1,1,0,0
45174,60809,1,1,1,1,0,0
45175,88089,0,1,1,1,0,1
45176,118815,1,1,1,1,0,0
45177,101679,1,1,1,1,0,1
45178,80385,1,1,1,1,0,0
45179,42094,1,1,1,1,0,0
45180,147457,1,1,1,1,0,0
45181,137490,1,1,1,1,0,0
45182,80452,1,1,1,1,0,0
45183,149157,1,1,1,1,0,0
45184,85210,1,1,1,1,0,0
45185,66923,1,1,1,1,0,0
45186,7336,1,1,1,1,0,0
45187,136948,1,1,1,1,0,0
45188,175886,1,1,1,1,0,0
45189,101123,1,1,1,1,0,1
45190,41880,1,1,1,1,0,0
45191,175682,1,1,1,1,0,0
45192,172309,1,1,1,1,0,0
45193,20668,1,1,1,1,0,0
45194,182444,1,1,1,1,0,0
45195,54297,1,1,1,1,0,0
45196,14010,1,1,1,1,0,0
45197,77877,1,1,1,1,0,0
45198,85355,1,1,1,1,0,0
45199,29982,1,1,1,1,0,0
45200,38448,1,1,1,1,0,0
45201,58662,1,1,1,1,0,0
45202,21270,1,1,1,1,0,0
45203,34159,1,1,1,1,0,0
45204,595,1,1,1,1,0,0
45205,59535,1,1,1,1,0,0
45206,130764,1,1,1,1,0,0
45207,77633,1,1,1,1,1,0
45208,170477,1,1,1,1,0,0
45209,11312,1,1,1,1,0,1
45210,85352,1,1,1,1,0,0
45211,20744,1,1,1,1,0,0
45212,38278,1,1,1,1,0,0
45213,89520,1,1,1,1,0,1
45214,14805,1,1,1,1,0,0
45215,31790,1,1,1,1,0,0
45216,153055,1,1,1,1,0,0
45217,172055,1,1,1,1,0,0
45218,134322,1,1,1,1,0,0
45219,178565,1,1,1,1,0,0
45220,108238,1,1,1,1,0,0
45221,31099,1,1,1,1,0,0
45222,45204,1,1,1,1,0,0
45223,138143,1,1,1,1,0,0
45224,74735,1,1,1,1,0,0
45225,30411,1,1,1,1,0,0
45226,34954,1,1,1,1,0,0
45227,134745,1,1,1,1,0,0
45228,76998,1,1,1,1,0,0
45229,160677,1,1,1,1,0,0
45230,127167,1,1,1,1,0,0
45231,180198,0,1,1,1,0,0
45232,86265,1,1,1,1,0,0
45233,172532,1,1,1,1,0,0
45234,114356,1,1,1,1,0,0
45235,119157,1,1,1,1,0,0
45236,104489,1,1,1,1,0,0
45237,37591,1,1,1,1,0,0
45238,162221,1,1,1,1,0,0
45239,30280,1,1,1,1,0,0
45240,43110,1,1,1,1,0,0
45241,47102,1,1,1,1,0,0
45242,18503,1,1,1,1,0,0
45243,148611,1,1,1,1,0,0
45244,178988,1,1,1,1,0,0
45245,150697,1,1,1,1,0,0
45246,28901,1,1,1,1,0,0
45247,8861,1,1,1,1,0,0
45248,47880,1,1,1,1,0,0
45249,137411,1,1,1,1,0,0
45250,115015,1,1,1,1,0,0
45251,7348,1,1,1,1,0,1
45252,125670,1,1,1,1,0,0
45253,130028,1,1,1,1,0,0
45254,148688,1,1,1,1,0,0
45255,125698,1,1,1,1,0,0
45256,159119,1,1,1,1,0,0
45257,134196,1,1,1,1,0,0
45258,17169,1,1,1,1,0,1
45259,137489,1,1,1,1,0,0
45260,135103,1,1,1,1,0,0
45261,115430,1,1,1,1,0,0
45262,180734,1,1,1,1,0,0
45263,183417,1,1,1,1,0,0
45264,22771,1,1,1,1,0,0
45265,135064,1,1,1,1,0,0
45266,152451,1,1,1,1,0,0
45267,114402,1,1,1,1,0,0
45268,93124,1,1,1,1,0,0
45269,96163,1,1,1,1,0,1
45270,64344,1,1,1,1,0,0
45271,90132,1,1,1,1,0,1
45272,17332,1,1,1,1,0,0
45273,7708,1,1,1,1,0,0
45274,46577,1,1,1,1,0,0
45275,182200,1,1,1,1,0,0
45276,2907,1,1,1,1,0,0
45277,4835,1,1,1,1,0,0
45278,87448,1,1,1,1,0,0
45279,30016,1,1,1,1,0,0
45280,129152,1,1,1,1,0,0
45281,91858,0,1,1,1,0,1
45282,43600,1,1,1,1,0,0
45283,155449,1,1,1,1,0,0
45284,42283,1,1,1,1,0,0
45285,129533,1,1,1,1,0,0
45286,83541,1,1,1,1,0,0
45287,64422,1,1,1,1,0,0
45288,47473,1,1,1,1,0,0
45289,121028,1,1,1,1,0,0
45290,175412,1,1,1,1,0,0
45291,84015,1,1,1,1,0,0
45292,43673,1,1,1,1,0,0
45293,168464,1,1,1,1,0,0
45294,151627,1,1,1,1,0,0
45295,28771,1,1,1,1,0,0
45296,98933,1,1,1,1,0,1
45297,108343,1,1,1,1,0,0
45298,134945,1,1,1,1,0,0
45299,63538,1,1,1,1,0,0
45300,148944,1,1,1,1,0,0
45301,50080,1,1,1,1,0,0
45302,101859,1,1,1,1,0,1
45303,109367,1,1,1,1,0,0
45304,16664,1,1,1,1,0,0
45305,52718,1,1,1,1,0,0
45306,177416,1,1,1,1,0,0
45307,54909,1,1,1,1,0,0
45308,48086,1,1,1,1,0,0
45309,56086,1,1,1,1,0,0
45310,66410,1,1,1,1,0,0
45311,175757,1,1,1,1,0,0
45312,46334,1,1,1,1,0,0
45313,118502,1,1,1,1,0,0
45314,137509,1,1,1,1,0,0
45315,179771,1,1,1,1,0,0
45316,121397,1,1,1,1,0,0
45317,90164,1,1,1,1,0,1
45318,68203,1,1,1,1,0,0
45319,73142,1,1,1,1,0,0
45320,85704,1,1,1,1,0,0
45321,81575,1,1,1,1,0,0
45322,166468,1,1,1,1,0,0
45323,19086,1,1,1,1,0,0
45324,147150,1,1,1,1,0,0
45325,21739,1,1,1,1,0,0
45326,24123,1,1,1,1,0,0
45327,111852,1,1,1,1,0,0
45328,123237,1,1,1,1,0,0
45329,7897,1,1,1,1,0,0
45330,182875,1,1,1,1,0,0
45331,87835,0,1,1,1,0,1
45332,133806,1,1,1,1,0,0
45333,97520,1,1,1,1,0,1
45334,75239,1,1,1,1,0,0
45335,21247,1,1,1,1,0,0
45336,158705,1,1,1,1,0,0
45337,171574,1,1,1,1,0,0
45338,57435,1,1,1,1,0,0
45339,58994,1,1,1,1,0,0
45340,26320,1,1,1,1,0,0
45341,151863,1,1,1,1,0,0
45342,101406,1,1,1,1,0,1
45343,90320,1,1,1,1,0,1
45344,28665,1,1,1,1,0,0
45345,109197,1,1,1,1,0,0
45346,183981,1,1,1,1,0,0
45347,98530,1,1,1,1,0,0
45348,55707,1,1,1,1,0,0
45349,32226,1,1,1,1,0,0
45350,60539,1,1,1,1,0,0
45351,171874,1,1,1,1,0,0
45352,177852,1,1,1,1,0,0
45353,153578,1,1,1,1,0,0
45354,167070,1,1,1,1,0,0
45355,107515,1,1,1,1,0,0
45356,139733,1,1,1,1,0,0
45357,12584,1,1,1,1,0,0
45358,42136,1,1,1,1,0,0
45359,93884,1,1,1,1,0,1
45360,149397,1,1,1,1,0,0
45361,91725,0,1,1,1,0,1
45362,31678,1,1,1,1,0,0
45363,140413,1,1,1,1,0,0
45364,109824,1,1,1,1,0,0
45365,112770,1,1,1,1,0,0
45366,62772,1,1,1,1,0,0
45367,128866,1,1,1,1,0,0
45368,135523,1,1,1,1,0,0
45369,92659,1,1,1,1,0,0
45370,4027,1,1,1,1,0,0
45371,150345,1,1,1,1,0,0
45372,104932,1,1,1,1,0,0
45373,11741,1,1,1,1,0,0
45374,31263,1,1,1,1,0,0
45375,20267,1,1,1,1,0,0
45376,173248,1,1,1,1,0,0
45377,64418,1,1,1,1,0,0
45378,36100,1,1,1,1,0,0
45379,41654,1,1,1,1,0,0
45380,106404,1,1,1,1,0,1
45381,151365,1,1,1,1,0,0
45382,133107,0,1,1,1,0,0
45383,180740,1,1,1,1,0,0
45384,122389,1,1,1,1,0,0
45385,108575,1,1,1,1,0,0
45386,134654,1,1,1,1,0,0
45387,66107,1,1,1,1,0,0
45388,76172,1,1,1,1,0,0
45389,26754,1,1,1,1,0,0
45390,137388,1,1,1,1,0,0
45391,47249,1,1,1,1,0,0
45392,46378,1,1,1,1,0,0
45393,93486,1,1,1,1,0,0
45394,159641,1,1,1,1,0,0
45395,118626,1,1,1,1,0,0
45396,90502,1,1,1,1,0,1
45397,169242,1,1,1,1,0,0
45398,152134,1,1,1,1,0,0
45399,101466,1,1,1,1,0,1
45400,165497,1,1,1,1,0,0
45401,87106,1,1,1,1,0,0
45402,183282,1,1,1,1,0,0
45403,70556,1,1,1,1,0,0
45404,66274,1,1,1,1,0,0
45405,99922,1,1,1,1,0,1
45406,181293,1,1,1,1,0,0
45407,157191,1,1,1,1,0,0
45408,130868,1,1,1,1,0,0
45409,37348,1,1,1,1,0,0
45410,47677,1,1,1,1,0,0
45411,5341,1,1,1,1,0,0
45412,97404,1,1,1,1,0,1
45413,155981,1,1,1,1,0,0
45414,64343,1,1,1,1,0,0
45415,153967,1,1,1,1,1,0
45416,63271,1,1,1,1,0,0
45417,66851,1,1,1,1,0,0
45418,64539,1,1,1,1,0,0
45419,86822,1,1,1,1,0,0
45420,116103,1,1,1,1,0,0
45421,36186,1,1,1,1,0,0
45422,145064,1,1,1,1,0,0
45423,127093,1,1,1,1,0,0
45424,168037,1,1,1,1,0,0
45425,91961,0,1,1,1,0,1
45426,134547,1,1,1,1,0,0
45427,76908,1,1,1,1,0,0
45428,54977,1,1,1,1,0,0
45429,114472,1,1,1,1,0,0
45430,65138,1,1,1,1,0,0
45431,51977,1,1,1,1,0,0
45432,34757,1,1,1,1,0,0
45433,113051,1,1,1,1,0,0
45434,28474,1,1,1,1,0,0
45435,180043,1,1,1,1,0,0
45436,74710,1,1,1,1,0,0
45437,36713,1,1,1,1,0,0
45438,11229,1,1,1,1,0,0
45439,76485,1,1,1,1,0,0
45440,68370,1,1,1,1,0,0
45441,24569,1,1,1,1,0,0
45442,28327,1,1,1,1,0,0
45443,84391,1,1,1,1,0,0
45444,149826,1,1,1,1,0,0
45445,12543,1,1,1,1,0,0
45446,100609,1,1,1,1,0,1
45447,149195,1,1,1,1,0,0
45448,72066,1,1,1,1,0,0
45449,81204,1,1,1,1,0,0
45450,150783,1,1,1,1,0,0
45451,74956,1,1,1,1,0,0
45452,118840,1,1,1,1,0,0
45453,73743,1,1,1,1,0,0
45454,52647,1,1,1,1,0,0
45455,101431,1,1,1,1,0,1
45456,87336,1,1,1,1,0,0
45457,8881,1,1,1,1,0,0
45458,30308,1,1,1,1,0,0
45459,165867,1,1,1,1,0,0
45460,61462,1,1,1,1,0,0
45461,25224,1,1,1,1,0,0
45462,62050,1,1,1,1,0,0
45463,127079,1,1,1,1,0,0
45464,104887,1,1,1,1,0,1
45465,132180,1,1,1,1,0,0
45466,111264,1,1,1,1,0,0
45467,100657,1,1,1,1,0,1
45468,36371,1,1,1,1,0,0
45469,126468,1,1,1,1,0,0
45470,39928,1,1,1,1,0,0
45471,30757,1,1,1,1,0,0
45472,69007,1,1,1,1,0,0
45473,149858,1,1,1,1,0,0
45474,55291,1,1,1,1,0,0
45475,61288,1,1,1,1,0,0
45476,78888,1,1,1,1,0,0
45477,137,1,1,1,1,0,0
