,0,1,2,3,4,5,6
763,125940,1,1,1,1,0,0
764,99508,1,1,1,1,0,0
765,142979,1,1,1,1,0,0
766,2915,1,1,1,1,0,0
767,162749,1,1,1,1,0,0
768,40592,1,1,1,1,0,0
769,28147,1,1,1,1,0,0
770,7779,1,1,1,1,0,0
771,167272,1,1,1,1,0,0
772,180215,1,1,1,1,0,0
773,88103,0,1,1,1,0,0
774,184552,1,1,1,1,0,0
775,10246,1,1,1,1,0,0
776,148308,1,1,1,1,0,0
777,33852,1,1,1,1,0,0
778,11263,1,1,1,1,0,0
779,92262,0,1,1,1,0,1
780,178447,1,1,1,1,0,0
781,25650,1,1,1,1,0,0
782,107621,1,1,1,1,0,1
783,151080,1,1,1,1,0,0
784,122324,1,1,1,1,0,0
785,9257,1,1,1,1,0,0
786,16283,1,1,1,1,0,0
787,90447,1,1,1,1,0,1
788,153436,1,1,1,1,0,0
789,128649,1,1,1,1,0,0
790,136271,1,1,1,1,0,0
791,159160,1,1,1,1,0,0
792,39338,1,1,1,1,0,0
793,128033,1,1,1,1,0,0
794,111764,1,1,1,1,0,0
795,163295,1,1,1,1,0,0
796,112244,1,1,1,1,0,0
797,60562,1,1,1,1,0,0
798,2374,1,1,1,1,0,0
799,9866,1,1,1,1,0,0
800,25967,1,1,1,1,0,0
801,37387,1,1,1,1,0,0
802,180712,1,1,1,1,0,0
803,169236,1,1,1,1,0,0
804,85743,1,1,1,1,0,0
805,165407,1,1,1,1,0,0
806,24806,1,1,1,1,0,0
807,12048,1,1,1,1,0,0
808,101101,1,1,1,1,0,1
809,105336,1,1,1,1,0,0
810,69681,1,1,1,1,0,0
811,87815,0,1,1,1,0,1
812,71611,1,1,1,1,0,0
813,58859,1,1,1,1,0,0
814,9305,1,1,1,1,0,0
815,28360,1,1,1,1,0,0
816,161327,1,1,1,1,0,0
817,183554,1,1,1,1,0,0
818,91854,0,1,1,1,0,1
819,123511,0,1,1,1,0,0
820,155374,1,1,1,1,0,1
821,127003,1,1,1,1,0,0
